57.31, 1, 437
57.03, 0, 449
57.03, 1, 437
57.03, 1, 435
57.03, 0, 443
57.03, 0, 437
57.03, 1, 437
57.03, 0, 449
56.78, 1, 437
56.78, 1, 437
56.54, 0, 449
56.78, 1, 437
57.03, 1, 437
57.55, 0, 449
57.03, 0, 437
57.03, 1, 437
57.55, 1, 449
56.78, 0, 437
57.03, 1, 437
57.55, 0, 449
56.78, 0, 441
56.78, 1, 439
56.78, 1, 451
57.03, 0, 437
57.03, 1, 437
56.78, 1, 449
57.03, 1, 437
57.03, 1, 437
57.03, 0, 449
57.03, 0, 441
57.03, 0, 437
57.03, 1, 449
56.78, 0, 441
57.03, 1, 437
56.78, 1, 437
57.03, 0, 449
57.03, 1, 437
57.03, 2, 437
56.78, 0, 449
57.03, 0, 439
57.55, 1, 437
57.03, 0, 449
57.03, 1, 437
57.03, 1, 437
57.03, 0, 449
56.78, 0, 437
57.03, 1, 437
57.55, 1, 449
57.03, 1, 437
57.03, 1, 437
57.03, 0, 449
57.03, 1, 437
57.03, 1, 437
57.55, 1, 449
57.03, 0, 441
57.03, 1, 437
57.03, 1, 449
57.03, 0, 439
57.03, 1, 437
57.03, 0, 449
57.03, 0, 437
56.78, 2, 437
57.03, 0, 449
57.03, 0, 441
57.03, 1, 437
57.31, 1, 449
57.03, 0, 441
56.78, 1, 437
57.03, 2, 437
57.03, 0, 449
57.03, 1, 437
57.31, 1, 437
57.03, 0, 441
57.03, 1, 437
57.31, 1, 449
57.03, 0, 439
57.03, 1, 437
57.03, 1, 449
57.03, 0, 437
57.03, 1, 437
57.03, 0, 449
57.03, 0, 441
57.03, 1, 437
57.03, 1, 437
57.31, 0, 449
57.03, 1, 437
57.03, 1, 437
57.03, 0, 449
57.03, 1, 437
57.03, 1, 437
57.03, 0, 449
57.03, 0, 437
57.03, 1, 437
57.03, 0, 443
57.03, 1, 437
57.03, 1, 437
57.03, 0, 449
57.03, 0, 437
57.03, 1, 437
57.03, 1, 449
57.03, 0, 437
57.31, 1, 437
57.03, 0, 449
57.03, 1, 437
57.03, 1, 437
57.03, 0, 449
57.03, 0, 437
57.03, 1, 437
57.03, 0, 449
57.03, 0, 441
57.03, 1, 439
57.03, 0, 451
57.03, 0, 437
57.03, 1, 437
57.03, 1, 449
57.03, 0, 441
57.03, 2, 437
57.03, 1, 449
57.03, 0, 441
57.03, 1, 437
57.03, 1, 437
57.03, 0, 449
57.03, 0, 437
57.31, 1, 437
57.03, 0, 449
57.03, 0, 437
57.31, 1, 437
57.31, 1, 449
57.03, 1, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
57.31, 1, 447
57.03, 1, 447
57.03, 2, 447
57.03, 2, 447
56.78, 2, 447
56.78, 2, 447
57.03, 2, 447
57.03, 1, 447
57.03, 2, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 447
57.03, 1, 447
57.03, 2, 447
57.03, 2, 447
56.78, 2, 447
57.03, 1, 447
57.03, 2, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
56.78, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 447
57.03, 2, 447
57.03, 1, 447
57.03, 2, 447
57.03, 1, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 447
56.78, 2, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
56.78, 1, 447
57.03, 2, 447
57.03, 2, 447
57.03, 1, 447
57.03, 2, 447
57.03, 1, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 447
57.03, 2, 447
57.03, 1, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 441
57.03, 2, 441
57.03, 2, 441
57.03, 2, 441
57.03, 1, 441
57.03, 2, 441
57.03, 1, 441
57.03, 1, 441
57.03, 1, 441
57.03, 1, 441
57.03, 0, 441
56.78, 0, 441
57.03, 2, 435
57.03, 2, 441
57.03, 2, 435
57.03, 2, 441
57.03, 2, 437
57.03, 2, 435
57.03, 2, 435
57.03, 2, 435
57.03, 2, 435
57.03, 2, 435
57.03, 2, 441
57.03, 2, 441
57.03, 2, 435
57.03, 2, 441
57.03, 2, 441
57.03, 2, 447
57.03, 2, 447
57.03, 2, 447
57.03, 2, 447
57.03, 1, 447
57.03, 2, 447
57.03, 1, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 447
57.03, 2, 447
57.03, 2, 447
57.03, 2, 447
57.03, 1, 447
57.03, 2, 447
57.03, 2, 447
57.31, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.31, 2, 447
57.03, 1, 447
57.03, 2, 447
57.03, 2, 447
57.03, 2, 447
57.03, 1, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 447
57.03, 2, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
56.78, 1, 447
57.03, 1, 447
57.03, 2, 447
57.03, 1, 447
56.78, 2, 447
56.78, 2, 447
56.78, 1, 447
56.78, 2, 447
56.78, 1, 447
57.03, 1, 447
56.78, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
56.78, 2, 447
57.03, 2, 447
56.78, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
56.78, 1, 447
56.78, 1, 447
56.78, 2, 447
57.03, 1, 447
57.03, 2, 447
57.03, 2, 447
57.03, 2, 447
56.78, 1, 447
57.03, 2, 447
56.78, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 447
56.78, 2, 447
57.03, 2, 447
57.03, 2, 447
57.03, 2, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 441
56.78, 1, 441
57.03, 1, 441
57.03, 2, 441
57.03, 1, 441
57.03, 1, 441
57.03, 1, 441
57.03, 1, 441
57.03, 1, 441
57.03, 0, 441
57.03, 0, 441
57.03, 2, 435
57.03, 2, 435
57.03, 2, 441
57.03, 2, 435
57.03, 2, 435
57.03, 2, 435
57.03, 2, 435
57.03, 2, 435
57.84, 1, 435
57.03, 2, 435
57.31, 2, 441
57.03, 2, 435
57.03, 2, 437
57.03, 2, 435
57.03, 2, 437
57.03, 2, 435
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 447
57.03, 1, 447
57.03, 2, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 447
57.03, 1, 447
57.03, 2, 447
57.31, 2, 447
57.03, 2, 447
57.03, 2, 447
57.03, 2, 447
57.31, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 447
57.03, 2, 447
57.03, 2, 447
57.03, 1, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 447
57.03, 2, 447
57.31, 2, 447
57.03, 2, 447
57.03, 2, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.31, 1, 447
57.03, 1, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 447
57.03, 2, 447
57.03, 1, 447
57.31, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 447
57.03, 2, 447
57.03, 2, 447
57.03, 1, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
56.78, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 447
56.78, 1, 447
57.03, 2, 447
57.03, 1, 447
57.03, 2, 447
57.03, 2, 447
56.78, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 441
57.03, 1, 441
57.03, 2, 441
57.03, 1, 441
57.03, 2, 441
57.03, 1, 441
56.78, 1, 441
57.03, 1, 441
57.03, 1, 441
57.03, 0, 441
57.03, 0, 441
57.03, 2, 441
57.03, 2, 435
57.03, 2, 437
57.03, 2, 435
57.03, 2, 435
57.03, 2, 435
57.03, 2, 441
57.03, 2, 435
57.03, 2, 435
57.03, 2, 435
57.03, 2, 441
57.03, 2, 435
57.03, 2, 435
57.03, 2, 435
57.03, 2, 441
57.03, 2, 435
57.03, 0, 447
57.03, 2, 447
57.03, 1, 447
56.78, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 447
57.03, 2, 447
56.78, 2, 447
57.03, 1, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 447
56.78, 1, 447
57.03, 2, 447
57.03, 2, 447
56.78, 1, 447
57.03, 1, 447
56.78, 2, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 2, 447
57.03, 2, 447
57.03, 2, 447
57.03, 2, 447
57.03, 2, 447
58.08, 1, 447
57.03, 2, 447
57.03, 2, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 1, 447
57.03, 0, 447
57.03, 0, 447
57.03, 0, 447
57.03, 0, 447
